"Date","Price","Open","High","Low","Vol.","Change %"
"Jan 19","95.304","95.690","96.560","94.635","467.04K","-0.45%"
"Feb 19","96.043","95.290","97.230","95.110","331.80K","0.78%"
"Mar 19","96.845","96.165","97.665","95.170","384.08K","0.84%"
"Apr 19","97.201","96.795","98.085","96.365","274.91K","0.37%"
"May 19","97.666","97.230","98.260","96.810","291.45K","0.48%"
"Jun 19","95.666","97.700","97.720","95.365","448.25K","-2.05%"
"Jul 19","98.258","95.775","98.445","95.775","350.77K","2.71%"
"Aug 19","98.860","98.365","98.970","96.980","375.47K","0.61%"
"Sep 19","99.021","98.795","99.330","97.735","330.97K","0.16%"
"Oct 19","97.154","99.035","99.305","96.885","390.00K","-1.89%"
"Nov 19","98.202","97.110","98.495","96.960","229.80K","1.08%"
"Dec 19","96.058","98.210","98.320","96.020","279.73K","-2.18%"
"Jan 20","97.213","96.140","98.005","96.100","276.75K","1.20%"
"Feb 20","98.081","97.245","99.815","97.230","352.62K","0.89%"
"Mar 20","99.092","97.985","103.960","94.610","680.13K","1.03%"
"Apr 20","99.028","99.025","101.030","98.815","288.23K","-0.06%"
"May 20","98.341","99.130","100.605","97.935","305.48K","-0.69%"
"Jun 20","97.349","98.265","98.335","95.705","385.76K","-1.01%"
"Jul 20","93.321","97.375","97.615","92.510","432.81K","-4.14%"
"Aug 20","92.131","93.390","93.980","91.990","471.47K","-1.28%"
"Sep 20","93.927","92.170","94.795","91.725","489.92K","1.95%"
"Oct 20","94.042","93.865","94.140","92.460","450.49K","0.12%"
"Nov 20","91.858","94.095","94.330","91.490","474.40K","-2.32%"
"Dec 20","89.894","91.900","91.915","89.475","473.93K","-2.14%"
"Jan 21","90.569","89.870","90.940","89.165","529.07K","0.75%"
"Feb 21","90.882","90.545","91.605","89.675","562.28K","0.35%"
"Mar 21","93.236","90.900","93.470","90.635","667.15K","2.59%"
"Apr 21","91.270","93.230","93.365","90.395","470.77K","-2.11%"
"May 21","89.993","91.270","91.435","89.515","527.66K","-1.40%"
"Jun 21","92.431","89.795","92.440","89.650","470.42K","2.71%"
"Jul 21","92.188","92.368","93.198","91.780","22.39K","-0.26%"
"Aug 21","92.635","92.150","93.750","91.820","392.94K","0.48%"
"Sep 21","94.240","92.670","94.520","91.800","507.70K","1.73%"
"Oct 21","94.121","94.320","94.570","93.265","504.97K","-0.13%"
"Nov 21","96.007","94.120","96.940","93.800","429.29K","2.00%"
"Dec 21","95.593","95.960","96.895","95.575","329.52K","-0.43%"
"Jan 22","96.537","95.600","97.440","94.610","393.44K","0.99%"
"Feb 22","96.694","96.695","97.735","95.145","540.41K","0.16%"
"Mar 22","98.360","96.810","99.425","96.625","528.85K","1.72%"
